start_time,item_nr,elem_nr,item_right,item_right_percentage,elem_right,elem_right_percentage,item_right_without_unknown,item_right_without_unknown_percentage,elem_right_without_unknown,elem_right_without_knonown_percentage,sp00,sp01,sp02,sp03,sp10,sp11,sp12,sp13,sp20,sp21,sp22,sp23,sp30,sp31,sp32,sp33,spun,s0,s1,s2,s3,p0,p1,p2,p3,unknown_percentage
1730,855,5130,558,0.652631579,4170,0.812865497,604,0.706432749,4446,0.866666667,3215,233,77,0,175,585,83,1,33,61,353,7,0,1,13,17,276,0.912056738,0.693127962,0.77753304,0.548387097,0.93923459,0.664772727,0.671102662,0.68,0.05380117
1735,855,5130,577,0.674853801,4242,0.826900585,623,0.728654971,4518,0.880701754,3333,239,38,0,156,561,66,0,39,54,336,0,4,0,16,12,276,0.923268698,0.716475096,0.783216783,0.375,0.943657984,0.656908665,0.736842105,1,0.05380117
1740,855,5130,584,0.683040936,4250,0.828460039,630,0.736842105,4526,0.882261209,3416,243,23,0,166,514,63,2,28,60,305,3,0,0,16,15,276,0.927756654,0.689932886,0.77020202,0.483870968,0.946260388,0.629130967,0.749385749,0.75,0.05380117
1745,855,5130,616,0.720467836,4318,0.8417154,662,0.774269006,4594,0.895516569,3533,190,32,0,163,494,43,4,31,54,278,1,0,0,18,13,276,0.940878828,0.701704545,0.763736264,0.419354839,0.947947411,0.669376694,0.749326146,0.722222222,0.05380117
1750,855,5130,638,0.74619883,4353,0.848538012,684,0.8,4629,0.902339181,3632,165,5,0,150,477,52,6,24,74,233,9,1,0,15,11,276,0.955286691,0.696350365,0.685294118,0.407407407,0.954032046,0.666201117,0.763934426,0.423076923,0.05380117
1755,855,5130,649,0.759064327,4488,0.874853801,695,0.812865497,4764,0.928654971,3728,93,6,0,138,484,66,3,10,39,259,1,1,0,9,17,276,0.974131173,0.700434153,0.838187702,0.62962963,0.961568223,0.785714286,0.761764706,0.80952381,0.05380117
1800,855,5130,648,0.757894737,4497,0.876608187,694,0.811695906,4773,0.930409357,3753,92,6,0,135,500,59,5,13,42,224,2,0,0,3,20,276,0.974552064,0.715307582,0.797153025,0.869565217,0.96206101,0.788643533,0.767123288,0.740740741,0.05380117
1805,855,5130,658,0.769590643,4472,0.871734893,704,0.823391813,4748,0.925536062,3787,76,13,0,159,470,71,5,14,25,206,10,0,0,9,9,276,0.977038184,0.666666667,0.807843137,0.5,0.956313131,0.823117338,0.688963211,0.375,0.05380117
1810,855,5130,654,0.764912281,4520,0.881091618,704,0.823391813,4800,0.935672515,3817,95,0,0,139,519,21,4,13,50,174,2,2,0,4,10,280,0.975715746,0.75988287,0.728033473,0.625,0.961218837,0.781626506,0.874371859,0.625,0.054580897
1815,855,5130,675,0.789473684,4543,0.885575049,724,0.846783626,4824,0.940350877,3815,107,10,0,104,546,31,0,8,38,175,1,0,2,5,7,281,0.970244151,0.801762115,0.788288288,0.5,0.971479501,0.787878788,0.791855204,0.875,0.054775828
1820,855,5130,676,0.790643275,4528,0.882651072,725,0.847953216,4809,0.937426901,3843,94,6,0,151,514,21,0,5,38,165,0,0,1,5,6,281,0.9746386,0.749271137,0.793269231,0.5,0.960990248,0.794435858,0.837563452,1,0.054775828
1825,855,5130,677,0.791812865,4536,0.884210526,727,0.850292398,4817,0.938986355,3876,73,7,0,161,494,33,0,6,30,160,0,1,1,1,6,281,0.979777553,0.718023256,0.816326531,0.666666667,0.958456973,0.826086957,0.7960199,1,0.054775828
1830,855,5130,691,0.808187135,4603,0.897270955,741,0.866666667,4884,0.952046784,3915,55,0,0,138,532,19,0,4,27,150,0,0,3,0,6,281,0.986146096,0.772133527,0.828729282,0.666666667,0.964998768,0.862236629,0.887573964,1,0.054775828
1835,855,5130,687,0.803508772,4600,0.89668616,736,0.860818713,4881,0.951461988,3905,66,13,0,116,550,21,0,7,22,139,0,1,3,0,6,281,0.980170683,0.800582242,0.827380952,0.6,0.969223132,0.858034321,0.803468208,1,0.054775828
1840,855,5130,692,0.809356725,4549,0.886744639,738,0.863157895,4826,0.940740741,3896,72,13,17,150,510,16,8,6,22,133,0,0,0,0,10,277,0.974487244,0.745614035,0.826086957,1,0.961500494,0.844370861,0.820987654,0.285714286,0.053996101
1845,855,5130,693,0.810526316,4577,0.892202729,739,0.864327485,4853,0.946003899,3941,68,2,6,126,522,25,0,2,43,108,0,0,5,0,6,276,0.981080408,0.775631501,0.705882353,0.545454545,0.968542639,0.818181818,0.8,0.5,0.05380117
1850,855,5130,694,0.811695906,4579,0.892592593,740,0.865497076,4855,0.946393762,3963,71,2,0,118,527,20,0,3,56,83,0,0,5,0,6,276,0.981912785,0.792481203,0.584507042,0.545454545,0.970372184,0.79969651,0.79047619,1,0.05380117
1855,855,5130,690,0.807017544,4563,0.889473684,736,0.860818713,4839,0.943274854,3945,102,0,0,125,528,14,0,5,44,79,1,0,0,0,11,276,0.974796145,0.791604198,0.612403101,1,0.96809816,0.783382789,0.849462366,0.916666667,0.05380117
1900,855,5130,707,0.826900585,4612,0.899025341,753,0.880701754,4888,0.952826511,3974,85,2,0,91,568,10,0,6,47,59,1,0,0,0,11,276,0.978576705,0.849028401,0.522123894,1,0.97617293,0.811428571,0.830985915,0.916666667,0.05380117
1905,855,5130,711,0.831578947,4648,0.906042885,757,0.885380117,4924,0.959844055,4002,72,2,0,91,570,9,0,3,27,65,1,0,0,1,11,276,0.981844946,0.850746269,0.677083333,0.916666667,0.977050781,0.852017937,0.844155844,0.916666667,0.05380117
1910,855,5130,716,0.837426901,4655,0.907407407,762,0.89122807,4931,0.961208577,4021,72,1,0,73,573,22,0,4,24,50,1,0,2,0,11,276,0.982169028,0.857784431,0.632911392,0.846153846,0.981210347,0.853949329,0.684931507,0.916666667,0.05380117
1915,855,5130,702,0.821052632,4621,0.900779727,748,0.874853801,4897,0.954580897,4000,106,5,0,74,571,19,0,1,24,39,1,0,0,3,11,276,0.97299927,0.859939759,0.6,0.785714286,0.981595092,0.814550642,0.590909091,0.916666667,0.05380117
1920,855,5130,712,0.832748538,4653,0.907017544,758,0.886549708,4929,0.960818713,4037,96,0,0,76,567,6,0,0,13,43,0,0,6,4,6,276,0.97677232,0.873651772,0.767857143,0.375,0.981522003,0.831378299,0.811320755,1,0.05380117
1925,855,5130,708,0.828070175,4632,0.902923977,754,0.881871345,4908,0.956725146,4025,131,0,0,68,557,8,0,0,11,38,0,0,2,2,12,276,0.968479307,0.879936809,0.775510204,0.75,0.983386269,0.794579173,0.791666667,1,0.05380117
1930,855,5130,714,0.835087719,4634,0.90331384,760,0.888888889,4910,0.95711501,4065,123,0,0,74,523,5,0,0,13,34,0,0,1,4,12,276,0.970630372,0.868770764,0.723404255,0.705882353,0.982121285,0.792424242,0.790697674,1,0.05380117
1935,855,5130,712,0.832748538,4634,0.90331384,758,0.886549708,4910,0.95711501,4079,127,0,0,75,507,5,0,0,11,33,0,0,0,2,15,276,0.96980504,0.863713799,0.75,0.882352941,0.981945113,0.786046512,0.825,1,0.05380117
1940,855,5130,707,0.826900585,4634,0.90331384,753,0.880701754,4910,0.95711501,4097,121,0,0,83,490,5,0,1,6,33,1,0,0,3,14,276,0.971313419,0.847750865,0.804878049,0.823529412,0.979909113,0.794165316,0.804878049,0.933333333,0.05380117
1945,855,5130,714,0.835087719,4630,0.902534113,760,0.888888889,4906,0.956335283,4117,108,0,0,98,468,7,0,0,7,31,1,0,0,3,14,276,0.97443787,0.816753927,0.794871795,0.823529412,0.976749703,0.802744425,0.756097561,0.933333333,0.05380117
1950,855,5130,714,0.835087719,4635,0.903508772,760,0.888888889,4911,0.957309942,4112,103,0,0,100,480,4,0,3,6,29,1,0,0,2,14,276,0.975563464,0.821917808,0.743589744,0.875,0.975563464,0.814940577,0.828571429,0.933333333,0.05380117
1955,855,5130,715,0.83625731,4631,0.902729045,761,0.89005848,4907,0.956530214,4119,91,0,0,102,472,10,0,5,10,28,0,1,0,4,12,276,0.978384798,0.808219178,0.651162791,0.705882353,0.974449965,0.823734729,0.666666667,1,0.05380117
2000,855,5130,709,0.829239766,4610,0.898635478,755,0.883040936,4886,0.952436647,4118,82,0,0,131,452,10,0,11,7,25,0,1,0,2,15,276,0.98047619,0.76222597,0.581395349,0.833333333,0.966439803,0.835489834,0.675675676,1,0.05380117
2005,855,5130,713,0.833918129,4616,0.899805068,759,0.887719298,4892,0.953606238,4099,90,0,0,109,483,10,0,9,15,20,0,0,2,3,14,276,0.978515159,0.802325581,0.454545455,0.736842105,0.972018022,0.818644068,0.606060606,1,0.05380117
2010,855,5130,708,0.828070175,4619,0.900389864,754,0.881871345,4895,0.954191033,4087,89,0,0,105,500,5,0,3,26,20,0,0,3,4,12,276,0.978687739,0.819672131,0.408163265,0.631578947,0.974255066,0.809061489,0.689655172,1,0.05380117
2015,855,5130,696,0.814035088,4599,0.896491228,742,0.867836257,4875,0.950292398,4083,73,0,0,135,487,4,0,3,30,17,0,0,6,4,12,276,0.982435034,0.777955272,0.34,0.545454545,0.967306326,0.817114094,0.68,1,0.05380117
2020,855,5130,699,0.81754386,4598,0.896296296,745,0.871345029,4874,0.950097466,4072,78,0,0,132,496,1,1,3,27,19,0,0,3,11,11,276,0.981204819,0.787301587,0.387755102,0.44,0.967910625,0.821192053,0.612903226,0.916666667,0.05380117
2025,855,5130,705,0.824561404,4599,0.896491228,751,0.878362573,4875,0.950292398,4053,88,3,0,127,506,5,2,1,13,30,0,0,3,13,10,276,0.978040541,0.790625,0.681818182,0.384615385,0.969385315,0.829508197,0.588235294,0.833333333,0.05380117
2030,855,5130,699,0.81754386,4584,0.893567251,745,0.871345029,4860,0.947368421,4045,77,0,0,160,495,3,3,1,16,29,0,0,4,6,15,276,0.981319748,0.748865356,0.630434783,0.6,0.96172135,0.836148649,0.763157895,0.833333333,0.05380117
2035,855,5130,703,0.822222222,4612,0.899025341,749,0.876023392,4888,0.952826511,4053,70,0,0,136,515,0,8,1,17,29,1,0,5,4,15,276,0.983022071,0.781487102,0.604166667,0.625,0.967303103,0.848434926,0.878787879,0.625,0.05380117
2040,855,5130,705,0.824561404,4589,0.89454191,751,0.878362573,4865,0.94834308,4038,80,1,0,150,500,8,5,0,11,38,0,0,1,9,13,276,0.980335033,0.754147813,0.775510204,0.565217391,0.964183381,0.844594595,0.678571429,0.722222222,0.05380117
2045,855,5130,708,0.828070175,4579,0.892592593,754,0.881871345,4855,0.946393762,4035,85,0,0,155,492,6,6,3,18,33,1,0,0,1,19,276,0.979368932,0.746585736,0.6,0.95,0.962318149,0.826890756,0.825,0.730769231,0.05380117
2050,855,5130,718,0.839766082,4639,0.904288499,764,0.893567251,4915,0.958089669,4062,56,0,0,128,528,1,0,0,22,33,8,0,0,0,16,276,0.986401166,0.803652968,0.523809524,1,0.969451074,0.871287129,0.970588235,0.666666667,0.05380117
2055,855,5130,711,0.831578947,4623,0.901169591,757,0.885380117,4899,0.95497076,4049,65,0,0,134,520,0,1,0,27,41,4,0,0,0,13,276,0.984200292,0.79389313,0.569444444,1,0.967965575,0.849673203,1,0.722222222,0.05380117
2100,855,5130,709,0.829239766,4615,0.899610136,755,0.883040936,4891,0.953411306,4029,85,0,0,111,536,0,2,0,36,39,5,0,0,0,11,276,0.979338843,0.825885978,0.4875,1,0.973188406,0.815829528,1,0.611111111,0.05380117
2105,855,5130,706,0.825730994,4619,0.900389864,752,0.879532164,4895,0.954191033,4052,62,0,0,135,507,2,3,4,23,51,6,0,0,0,9,276,0.984929509,0.783616692,0.607142857,1,0.966833691,0.856418919,0.962264151,0.5,0.05380117
2110,855,5130,699,0.81754386,4614,0.899415205,745,0.871345029,4890,0.953216374,4032,90,0,0,120,514,5,1,1,18,61,4,0,0,1,7,276,0.978165939,0.803125,0.726190476,0.875,0.970864435,0.826366559,0.910447761,0.583333333,0.05380117
2115,855,5130,698,0.816374269,4621,0.900779727,744,0.870175439,4897,0.954580897,4042,78,3,0,123,505,7,7,0,10,68,5,0,0,0,6,276,0.980354111,0.786604361,0.819277108,1,0.970468187,0.851602024,0.871794872,0.333333333,0.05380117
2120,855,5130,697,0.815204678,4599,0.896491228,743,0.869005848,4876,0.950487329,4025,86,6,0,135,505,8,0,1,18,63,0,0,0,0,6,277,0.977653631,0.779320988,0.768292683,1,0.967315549,0.829228243,0.818181818,1,0.053996101
2125,855,5130,702,0.821052632,4605,0.897660819,749,0.876023392,4882,0.95165692,4023,77,0,0,145,514,10,0,2,14,62,0,0,0,0,6,277,0.981219512,0.768310912,0.794871795,1,0.964748201,0.849586777,0.861111111,1,0.053996101
2130,855,5130,703,0.822222222,4590,0.894736842,749,0.876023392,4867,0.948732943,4008,95,0,0,137,517,16,0,4,11,59,0,0,0,0,6,277,0.97684621,0.771641791,0.797297297,1,0.966015907,0.829855538,0.786666667,1,0.053996101
2135,855,5130,702,0.821052632,4605,0.897660819,748,0.874853801,4882,0.95165692,4033,60,0,0,154,519,7,0,5,22,47,0,0,0,0,6,277,0.985340826,0.763235294,0.635135135,1,0.962070611,0.863560732,0.87037037,1,0.053996101
2140,855,5130,702,0.821052632,4584,0.893567251,748,0.874853801,4861,0.947563353,4028,48,0,0,184,506,4,0,3,30,44,0,0,0,0,6,277,0.988223749,0.729106628,0.571428571,1,0.955634638,0.866438356,0.916666667,1,0.053996101
2145,855,5130,704,0.823391813,4619,0.900389864,750,0.877192982,4896,0.954385965,4024,45,0,0,151,536,9,0,5,24,53,0,0,0,0,6,277,0.988940772,0.770114943,0.646341463,1,0.962679426,0.885950413,0.85483871,1,0.053996101
2150,855,5130,709,0.829239766,4617,0.9,755,0.883040936,4893,0.95380117,4002,62,0,3,125,557,13,3,5,26,52,0,0,0,0,6,276,0.984017703,0.797994269,0.626506024,1,0.968538238,0.863565891,0.8,0.5,0.05380117
2155,855,5130,700,0.81871345,4610,0.898635478,746,0.87251462,4886,0.952436647,4002,68,0,0,126,559,6,0,1,43,43,0,0,0,0,6,276,0.983292383,0.808972504,0.494252874,1,0.969241947,0.834328358,0.87755102,1,0.05380117
2200,855,5130,710,0.830409357,4582,0.893177388,756,0.884210526,4859,0.947173489,3981,79,0,0,138,546,13,0,0,41,49,0,0,0,0,6,277,0.980541872,0.783357245,0.544444444,1,0.966496723,0.81981982,0.790322581,1,0.053996101
2205,855,5130,706,0.825730994,4612,0.899025341,752,0.879532164,4889,0.953021442,4011,52,0,0,144,542,6,0,1,38,53,0,0,0,0,6,277,0.987201575,0.783236994,0.576086957,1,0.965110683,0.857594937,0.898305085,1,0.053996101
2210,855,5130,704,0.823391813,4587,0.894152047,750,0.877192982,4864,0.948148148,3983,84,0,0,144,533,11,0,0,27,65,0,0,0,0,6,277,0.979345955,0.774709302,0.706521739,1,0.965107827,0.827639752,0.855263158,1,0.053996101
2215,855,5130,702,0.821052632,4588,0.894346979,749,0.876023392,4866,0.948538012,3977,99,0,0,125,536,19,0,0,21,69,0,0,0,0,6,278,0.975711482,0.788235294,0.766666667,1,0.96952706,0.817073171,0.784090909,1,0.054191033
2220,855,5130,702,0.821052632,4607,0.898050682,748,0.874853801,4885,0.952241715,3995,91,0,1,110,541,19,0,0,24,65,0,0,0,0,6,278,0.977489601,0.807462687,0.730337079,1,0.97320341,0.824695122,0.773809524,0.857142857,0.054191033
2225,855,5130,693,0.810526316,4609,0.898440546,740,0.865497076,4887,0.952631579,4014,85,0,2,115,518,23,0,1,17,71,0,0,0,0,6,278,0.978785662,0.789634146,0.797752809,1,0.971912833,0.835483871,0.755319149,0.75,0.054191033
2230,855,5130,691,0.808187135,4515,0.880116959,737,0.861988304,4792,0.93411306,3957,151,0,9,137,487,16,0,1,23,65,0,0,0,1,6,277,0.96113675,0.7609375,0.730337079,0.857142857,0.966300366,0.736762481,0.792682927,0.4,0.053996101
2235,855,5130,693,0.810526316,4576,0.892007797,739,0.864327485,4853,0.946003899,4017,92,0,4,139,492,12,0,3,25,61,0,0,2,0,6,277,0.976659373,0.765163297,0.685393258,0.75,0.965857177,0.805237316,0.835616438,0.6,0.053996101
2240,855,5130,690,0.807017544,4548,0.886549708,736,0.860818713,4825,0.940545809,3994,114,0,5,143,493,1,0,2,33,55,0,0,6,1,6,277,0.971067347,0.773940345,0.611111111,0.461538462,0.964967383,0.763157895,0.964912281,0.545454545,0.053996101
2245,855,5130,695,0.812865497,4557,0.888304094,741,0.866666667,4833,0.942105263,4014,93,0,6,150,480,1,0,3,33,57,0,1,6,4,6,276,0.975929978,0.760697306,0.612903226,0.352941176,0.963051823,0.784313725,0.919354839,0.5,0.05380117
2250,855,5130,692,0.809356725,4552,0.887329435,738,0.863157895,4828,0.941130604,4004,113,0,0,135,483,5,0,5,28,59,0,1,9,6,6,276,0.97255283,0.775280899,0.641304348,0.272727273,0.965983112,0.763033175,0.842857143,1,0.05380117
2255,855,5130,691,0.808187135,4539,0.884795322,737,0.861988304,4815,0.938596491,4029,96,0,0,151,453,8,0,11,29,51,0,2,8,10,6,276,0.976727273,0.740196078,0.56043956,0.230769231,0.960887193,0.773037543,0.739130435,1,0.05380117
2300,855,5130,700,0.81871345,4555,0.88791423,746,0.87251462,4831,0.9417154,4021,111,0,0,131,465,7,0,8,18,63,1,3,0,20,6,276,0.973136496,0.771144279,0.7,0.206896552,0.965889983,0.782828283,0.7,0.857142857,0.05380117
