start_time,item_nr,elem_nr,item_right,item_right_percentage,elem_right,elem_right_percentage,item_right_without_unknown,item_right_without_unknown_percentage,elem_right_without_unknown,elem_right_without_knonown_percentage,sp00,sp01,sp02,sp03,sp10,sp11,sp12,sp13,sp20,sp21,sp22,sp23,sp30,sp31,sp32,sp33
655,855,5130,502,0.5871345029239766,3982,0.7762183235867446,549,0.6421052631578947,4264,0.8311890838206628,3097,263,62,4,263,677,74,4,68,112,199,1,48,3,58,197
700,855,5130,492,0.5754385964912281,3985,0.776803118908382,539,0.6304093567251462,4267,0.8317738791423002,3055,277,29,4,269,685,71,3,80,116,229,5,50,1,52,204
705,855,5130,492,0.5754385964912281,3974,0.7746588693957115,539,0.6304093567251462,4256,0.8296296296296296,2947,331,33,2,248,722,84,6,50,99,292,10,47,3,55,201
710,855,5130,501,0.5859649122807018,3975,0.7748538011695907,548,0.6409356725146199,4258,0.8300194931773879,2975,297,13,4,263,704,109,3,50,109,285,13,49,3,54,199
715,855,5130,514,0.6011695906432749,3971,0.774074074074074,561,0.656140350877193,4255,0.8294346978557505,3002,252,46,0,321,657,86,4,33,113,302,14,49,0,53,198
720,855,5130,507,0.5929824561403508,4048,0.789083820662768,555,0.6491228070175439,4333,0.8446393762183236,3023,275,40,0,243,736,80,8,47,85,280,14,47,6,49,197
725,855,5130,518,0.6058479532163743,3976,0.7750487329434698,566,0.6619883040935672,4262,0.8307992202729045,3029,301,59,1,215,682,154,5,25,94,257,9,47,3,53,196
730,855,5130,504,0.5894736842105263,4001,0.7799220272904483,552,0.6456140350877193,4288,0.8358674463937622,3084,314,53,3,216,656,146,14,6,69,254,16,48,6,50,195
735,855,5130,511,0.5976608187134503,3957,0.7713450292397661,559,0.6538011695906433,4245,0.827485380116959,3075,341,96,1,223,650,119,7,15,61,225,18,47,0,57,195
740,855,5130,530,0.6198830409356725,4012,0.7820662768031189,578,0.6760233918128655,4300,0.8382066276803118,3156,331,71,0,223,633,111,8,27,50,216,4,47,0,52,201
745,855,5130,553,0.6467836257309941,4132,0.805458089668616,601,0.7029239766081872,4420,0.8615984405458089,3238,295,62,2,182,697,68,5,27,58,191,5,47,2,51,200
750,855,5130,560,0.6549707602339181,4221,0.8228070175438597,608,0.7111111111111111,4509,0.8789473684210526,3334,261,27,4,174,693,60,4,18,55,188,6,50,0,56,200
755,855,5130,552,0.6456140350877193,4222,0.8230019493177388,610,0.7134502923976608,4520,0.8810916179337231,3319,247,46,1,163,718,51,4,8,71,178,8,58,0,58,200
800,855,5130,565,0.6608187134502924,4254,0.8292397660818713,624,0.7298245614035088,4563,0.8894736842105263,3389,191,7,0,197,688,68,7,17,65,171,6,70,1,54,199
805,855,5130,553,0.6467836257309941,4203,0.8192982456140351,610,0.7134502923976608,4512,0.87953216374269,3367,194,17,2,237,682,55,4,15,81,148,4,66,3,57,198
810,855,5130,546,0.6385964912280702,4151,0.8091617933723196,605,0.7076023391812866,4459,0.8692007797270955,3359,224,16,1,266,640,61,4,29,62,146,0,69,1,54,198
815,855,5130,569,0.6654970760233918,4195,0.817738791423002,626,0.7321637426900585,4502,0.8775828460038987,3398,205,14,1,229,668,70,6,25,68,123,2,67,2,55,197
820,855,5130,563,0.6584795321637427,4173,0.8134502923976609,620,0.7251461988304093,4479,0.8730994152046784,3407,225,25,1,236,647,56,11,19,74,113,2,67,1,49,197
825,855,5130,567,0.6631578947368421,4123,0.8037037037037037,614,0.7181286549707603,4418,0.8612085769980506,3365,270,41,53,192,656,64,11,22,57,96,1,47,1,48,206
830,855,5130,564,0.6596491228070176,4154,0.8097465886939571,611,0.7146198830409357,4437,0.8649122807017544,3429,297,18,67,195,624,53,7,1,52,95,3,47,0,47,195
835,855,5130,574,0.6713450292397661,4192,0.8171539961013645,621,0.7263157894736842,4474,0.8721247563352826,3464,356,31,8,175,632,49,0,5,29,90,3,47,0,47,194
840,855,5130,591,0.6912280701754386,4244,0.82729044834308,638,0.7461988304093568,4526,0.8822612085769981,3564,293,30,0,208,601,44,1,11,13,73,4,47,0,47,194
845,855,5130,615,0.7192982456140351,4312,0.8405458089668616,662,0.7742690058479532,4594,0.8955165692007797,3616,250,41,0,192,626,32,0,0,17,64,4,47,0,47,194
850,855,5130,631,0.7380116959064328,4363,0.8504873294346978,678,0.7929824561403509,4645,0.905458089668616,3671,212,18,0,193,633,45,0,2,14,53,1,47,0,47,194
855,855,5130,637,0.7450292397660818,4426,0.8627680311890839,684,0.8,4708,0.917738791423002,3758,128,0,0,229,613,47,1,6,10,49,1,47,0,47,194
900,855,5130,643,0.752046783625731,4422,0.8619883040935673,690,0.8070175438596491,4704,0.9169590643274854,3702,152,3,0,210,675,28,0,4,29,39,0,47,0,47,194
905,855,5130,645,0.7543859649122807,4445,0.8664717348927875,692,0.8093567251461988,4727,0.9214424951267056,3706,122,8,0,194,700,34,1,8,36,33,0,47,0,47,194
910,855,5130,632,0.7391812865497076,4419,0.8614035087719298,679,0.7941520467836257,4701,0.916374269005848,3698,121,1,0,233,684,22,0,21,31,31,0,47,0,47,194
915,855,5130,612,0.7157894736842105,4388,0.8553606237816764,659,0.7707602339181286,4670,0.9103313840155945,3651,151,2,0,216,700,33,0,29,28,31,0,47,0,48,194
920,855,5130,641,0.7497076023391813,4362,0.8502923976608188,688,0.8046783625730994,4644,0.9052631578947369,3666,113,0,0,265,666,27,0,43,37,24,0,48,0,47,194
925,855,5130,610,0.7134502923976608,4281,0.8345029239766082,657,0.7684210526315789,4563,0.8894736842105263,3603,153,3,0,278,644,44,1,25,62,28,0,47,1,47,194
930,855,5130,619,0.7239766081871345,4340,0.8460038986354775,666,0.7789473684210526,4622,0.9009746588693958,3607,143,3,0,236,689,41,2,29,53,38,0,47,1,47,194
935,855,5130,622,0.7274853801169591,4324,0.8428849902534113,669,0.7824561403508772,4606,0.8978557504873295,3590,146,10,0,228,688,46,1,37,54,40,0,48,0,48,194
940,855,5130,632,0.7391812865497076,4369,0.8516569200779727,679,0.7941520467836257,4651,0.9066276803118909,3586,144,4,0,198,728,39,0,37,55,49,0,47,2,47,194
945,855,5130,613,0.7169590643274854,4318,0.8417153996101364,660,0.7719298245614035,4600,0.8966861598440545,3559,168,2,0,212,694,55,0,27,62,58,4,47,0,47,195
950,855,5130,597,0.6982456140350877,4334,0.8448343079922027,644,0.7532163742690059,4616,0.8998050682261208,3521,189,10,0,166,740,59,2,17,67,67,1,47,3,47,194
955,855,5130,591,0.6912280701754386,4293,0.8368421052631579,638,0.7461988304093568,4575,0.8918128654970761,3477,222,15,6,165,741,46,0,44,51,68,3,47,1,49,195
